A1,A
METTES1,mëttes
METTESPAUS1,Mëttespaus
METTESRASCHT1,Mëttesrascht
METTESSCHICHT1,Mëttesschicht
METTESSONN1,Mëttessonn
METTESSTONN1,Mëttesstonn
METTLER1,mëttler
METTLERWEIL1,mëttlerweil
METTWOCH1,Mëttwoch
METTWOCHS1,mëttwochs
METTWURSCHT1,Mettwurscht
METZ1,Metz
METZLER1,Metzler
METZLEREI1,Metzlerei
METZLESCH1,Metzlesch
MEXIKANER1,Mexikaner
MEXIKANERIN1,Mexikanerin
MEXIKANESCH1,mexikanesch
MEXIKO1,Mexiko
MI1,Mi
MIAUEN1,miauen
MIDD1,midd
MIDDEGKEET1,Middegkeet
MIEDERNACH1,Miedernach
MIEL1,Miel
MIELBOTTER1,Mielbotter
MIELEG1,mieleg
MIELZEG1,mielzeg
MIER1,Mier
MIER2,Mier
MIERDELPES1,Mierdëlpes
MIERF1,mierf
MIERFDEEG1,Mierfdeeg
MIERHONG1,Mierhong
MIERKEN1,mierken
MIERKREI1,Mierkréi
MIERLEEFER1,Mierleefer
MIERLOFT1,Mierloft
MIERSCH1,Miersch
MIERSCHENT1,Mierschent
MIERSCHWENGCHEN1,Mierschwéngchen
MIERSEISCHMUEBEL1,Mierséischmuebel
MIERSEISCHMUEWEL1,Mierséischmuewel
MIERTCHEN1,Miertchen
MIERWAKELEEFER1,Mierwakeleefer
MIESDREF1,Miesdref
MIESSAPPARAT1,Miessapparat
MIESSBAR1,miessbar
MIESSBECHER1,Miessbecher
MIESSEN1,miessen
MIESSUNG1,Miessung
MIEZIG1,Miezig
MIGRAN1,Migrän
MIGRANT1,Migrant
MIGRANTIN1,Migrantin
MIGRATIOUN1,Migratioun
MIGREIEREN1,migréieren
MIISSCHEN1,Miisschen
MIJOTEIEREN1,mijotéieren
MIKRO1,Mikro
MIKROB1,Mikrob
MIKROCHIRURGESCH1,mikrochirurgesch
MIKROCHIRURGIE1,Mikrochirurgie
MIKROFILM1,Mikrofilm
MIKROSKOP1,Mikroskop
MIKROSKOPESCH1,mikroskopesch
MIKROWELL1,Mikrowell
MILBENALLERGIE1,Milbenallergie
MILIEU1,Milieu
MILITAR1,Militär
MILITARDENGSCHT1,Militärdéngscht
MILITARDIKTATUR1,Militärdiktatur
MILITARESCH1,militäresch
MILITARMUSEK1,Militärmusek
MILKSHAKE1,Milkshake
MILLBECH1,Millbech
MILLCHEN1,Millchen
MILLEBAACH1,Millebaach
MILLEN1,Millen
MILLERAD1,Millerad
MILLESTEEN1,Millesteen
MILLIARD1,Milliard
MILLIARDAR1,Milliardär
MILLIARDARIN1,Milliardärin
MILLIGRAMM1,Milligramm
MILLILITER1,Milliliter
MILLIMETER1,Millimeter
MILLIMETERPABEIER1,Millimeterpabeier
MILLIONAR1,Millionär
MILLIONARIN1,Millionärin
MILLIOUN1,Millioun
MILLIOUNENHEICHT1,Milliounenhéicht
MINDESTALTER1,Mindestalter
MINDESTENS1,mindestens
MINDESTGESCHWINDEGKEET1,Mindestgeschwindegkeet
MINDESTLOUN1,Mindestloun
MINDESTOFSTAND1,Mindestofstand
MINERAL1,Mineral
MINERALSTOFF1,Mineralstoff
MINERALWAASSER1,Mineralwaasser
MINERV1,Minerv
MINERVAL1,Minerval
MINERVE1,Minerve
MINESTRONE1,Minestrone
MINETT1,Minett
MINETT2,Minett
MINETTE1,Minette
MINEUR1,Mineur
MINEUR2,Mineur
MINEURIN1,Mineurin
MINI1,Mini
MINI2,mini
MINIATUR1,Miniatur
MINIBUS1,Minibus
MINIERE1,Minière
MINIGOLF1,Minigolf
MINIJUPE1,Minijupe
MINIMAL1,minimal
MINIMEIEREN1,miniméieren
MINIMISEIEREN1,minimiséieren
MINIMUM1,Minimum
MINISKUS1,Miniskus
MINISTER1,Minister
MINISTERE1,Ministère
MINISTERIELL1,ministeriell
MINISTERIN1,Ministerin
MINISTERROT1,Ministerrot
MINISTESCH1,Ministesch
MINN1,Minn
MINN2,Minn
MINNECH1,Minnech
MINORITAR1,minoritär
MINORITEIT1,Minoritéit
MINSBECH1,Minsbech
MINUS1,Minus
MINUS2,minus
MINUS3,minus
MINUS4,minus
MINUTT1,Minutt
MINUTTELAANG1,minuttelaang
MIPPCHEN1,Mippchen
MIPSEN1,mipsen
MIR1,mir
MIR2,mir
MIRABELL1,Mirabell
MIRABELLE1,Mirabelle
MIRABELLEBAM1,Mirabellebam
MIRABELLEBAM2,Mirabellëbam
MIRABELLENDREPP1,Mirabellendrëpp
MIRABELLENTAART1,Mirabellentaart
MISAR1,Misär
MISARSHAFF1,Misärshaff
MISE1,Mise
MISERABEL1,miserabel
MISSIONAR1,Missionar
MISSIONEIEREN1,missionéieren
MISSIONNAIRE1,Missionnaire
MISSIOUN1,Missioun
MITOCK2,Mitock
MITRA1,Mitra
MITRAILLETTE1,Mitraillette
MITTELOHRENTZUNDUNG1,Mittelohrentzündung
MITZELCHEN1,Mitzelchen
MIWWEL1,Miwwel
MIWWELBUTTEK1,Miwwelbuttek
MIWWELEIEREN1,miwweléieren
MIWWELFABRIKANT1,Miwwelfabrikant
MIWWELGESCHAFT1,Miwwelgeschäft
MIWWELPRODUKTIOUN1,Miwwelproduktioun
MIWWELSTECK1,Miwwelstéck
MIX1,Mix
MIXEN1,mixen
MIXER1,Mixer
MIXTUR1,Mixtur
MMM1,mmm
MO1,Mo
MOBBEN1,mobben
MOBBING1,Mobbing
MOBIL1,mobil
MOBILISEIEREN1,mobiliséieren
MOBILISEIERUNG1,Mobiliséierung
MOBILITEIT1,Mobilitéit
MOCASSIN1,Mocassin
MOCKELEG1,mockeleg
MOD1,Mod
MODALITEIT1,Modalitéit
MODALVERB1,Modalverb
MODEL1,Model
MODELEIEREN1,modeléieren
MODELEN1,modelen
MODELL1,Modell
MODELLAUTO1,Modellauto
MODERAT1,moderat
MODERATIOUN1,Moderatioun
MODERATOR1,Moderator
MODERATORIN1,Moderatorin
MODEREIEREN1,moderéieren
MODERN1,modern
MODERNEMENSCH1,Moderne_Mënsch
MODERNISEIEREN1,moderniséieren
MODERNISEIERUNG1,Moderniséierung
MODERNITEIT1,Modernitéit
MODIFIKATIOUN1,Modifikatioun
MODIFIZEIEREN1,modifizéieren
MODULE1,Module
MODUS1,Modus
MOER1,moer
MOF1,mof
MOFF1,Moff
MOGRIPP1,Mogripp
MOGRIPPE1,Mogrippe
MOIEN1,Moien
MOIES1,moies
MOIESMIDDEGKEET1,Moiesmiddegkeet
MOIESSTONNEN1,Moiesstonnen
MOKRAMP1,Mokrämp
MOKRIIBS1,Mokriibs
MOKUCH1,Mokuch
MOKUCHSDAG1,Mokuchsdag
MOL1,Mol
MOL2,mol
MOL3,mol
MOLBIER1,Molbier
MOLBUCH1,Molbuch
MOLCH1,Molch
MOLCONCOURS1,Molconcours
MOLDAWESCH1,moldawesch
MOLDAWIEN1,Moldawien
MOLDAWIER1,Moldawier
MOLDAWIERIN1,Moldawierin
MOLEKULAR1,molekular
MOLEKULL1,Moleküll
MOLEN1,molen
MOLER1,Moler
MOLEREI1,Molerei
MOLERIN1,Molerin
MOLKEREI1,Molkerei
MOLYBDAN1,Molybdän
MOMENT1,Moment
MOMENTAN1,momentan
MOMENTCHEN1,Momentchen
MOMPECH1,Mompech
MOMPER1,Momper
MOMPERSCHAFT1,Momperschaft
MOMPICH1,Mompich
MONACO1,Monaco
MONARCH1,Monarch
MONARCHESCH1,monarchesch
MONARCHIE1,Monarchie
MONARCHIN1,Monarchin
MONARCHIST1,Monarchist
MONARCHISTESCH1,monarchistesch
MONARCHISTIN1,Monarchistin
MOND1,Mond
MONDAN1,mondän
MONDGERECHT1,mondgerecht
MONDGEROCH1,Mondgeroch
MONDHARMONIKA1,Mondharmonika
MONDHYGIENE1,Mondhygiène
MONDIALISATIOUN1,Mondialisatioun
MONDSCHLAIMHAUT1,Mondschläimhaut
MONDSCHUTZ1,Mondschutz
MONDSTECK1,Mondstéck
MONDZUMONDBEOOTMUNG1,Mond-zu-Mond-Beootmung
MONEGASS1,Monegass
MONEGASSESCH1,monegassesch
MONEGASSIN1,Monegassin
MONEIEREN1,monéieren
MONETAR1,monetär
MONGOL1,Mongol
MONGOLEI1,Mongolei
MONGOLESCH1,mongolesch
MONGOLIN1,Mongolin
MONITEUR1,Moniteur
MONITEUR2,Moniteur
MONITRICE1,Monitrice
MONKELEN1,monkelen
MONNERECH1,Monnerech
MONNI1,Monni
MONNONK1,Monnonk
MONOCKEL1,Monockel
MONOGAM1,monogam
MONOGAMIE1,Monogamie
MONOGRAFIE1,Monografie
MONOGRAMM1,Monogramm
MONOGRAPHIE1,Monographie
MONOLOG1,Monolog
MONONUCLEOSE1,Mononucleose
MONOPOL1,Monopol
MONOPOLISEIEREN1,monopoliséieren
MONOTHEIST1,Monotheist
MONOTHEISTESCH1,monotheistesch
MONOTHEISTIN1,Monotheistin
MONOTON1,monoton
MONSIEUR1,Monsieur
MONSTER1,Monster
MONSTRANZ1,Monstranz
MONSTREIS1,monstréis
MONSTROSITEIT1,Monstrositéit
MONTAGE1,Montage
MONTANT1,Montant
MONTEE1,Montée
MONTEIEREN1,montéieren
MONTENEGRINER1,Montenegriner
MONTENEGRINERIN1,Montenegrinerin
MONTENEGRINESCH1,montenegrinesch
MONTENEGRO1,Montenegro
MONTER1,monter
MONTUR1,Montur
MONUMENT1,Monument
MONUMENTAL1,monumental
MOODCHEN1,Moodchen
MOOLZECHT1,Moolzecht
MOOS1,Moos
MOOSS1,Mooss
MOOSSAPPARAT1,Moossapparat
MOOSSBAR1,moossbar
MOOSSBECHER1,Moossbecher
MOOSSEN1,moossen
MOOSSNAHM1,Moossnahm
MOOSSNAM1,Moossnam
MOOSSSTAF1,Moossstaf
MOPSEN1,mopsen
MOPSFLIEDERMAUS1,Mopsfliedermaus
MORAL1,Moral
MORALAPOSTEL1,Moralapostel
MORALAPOSTELIN1,Moralapostelin
MORALESCH1,moralesch
MORALIST1,Moralist
MORALISTIN1,Moralistin
MORALPRIEDEGT1,Moralpriedegt
MORATOIRE1,Moratoire
MORBID1,morbid
MORD1,Mord
MORDFALL1,Mordfall
MORGUE1,Morgue
MORNELL1,Mornell
MORPHIUM1,Morphium
MORPHOLOGESCH1,morphologesch
MORPHOLOGIE1,Morphologie
MORSCH1,morsch
MORTSUBITE1,Mort_subite
MOSAIER1,Mosaier
MOSAIK1,Mosaik
MOSAMBIK1,Mosambik
MOSAMBIKANER1,Mosambikaner
MOSAMBIKANERIN1,Mosambikanerin
MOSAMBIKANESCH1,mosambikanesch
MOSAMBIKER1,Mosambiker
MOSAMBIKERIN1,Mosambikerin
MOSAMBIKESCH1,mosambikesch
MOSCHEE1,Moschee
MOSCHLAIMHAUT1,Moschläimhaut
MOSCHLAIMHAUTENTZUNDUNG1,Moschläimhautentzündung
MOSCHTER1,Moschter
MOSCHTEREN1,moschteren
MOSCHWIER1,Moschwier
MOSCOVIUM1,Moscovium
MOSERHAFF1,Moserhaff
MOSLEM1,Moslem
MOSLEMIN1,Moslemin
MOSPIGELUNG1,Mospigelung
MOSS1,Moss
MOTIOUN1,Motioun
MOTIV1,Motiv
MOTIVATIOUN1,Motivatioun
MOTIVEIEREN1,motivéieren
MOTO1,Moto
MOTOCROSS1,Motocross
MOTOCYCLIST1,Motocyclist
MOTOCYCLISTIN1,Motocyclistin
MOTOFUEREN1,Motofueren
MOTOR1,Motor
MOTORESCH1,motoresch
MOTORIK1,Motorik
MOTORISEIERT1,motoriséiert
MOTORRAD1,Motorrad
MOTORRADFUERER1,Motorradfuerer
MOTORRADFUERERIN1,Motorradfuererin
MOTORRAUM1,Motorraum
MOTORSEE1,Motorsee
MOTTO1,Motto
MOTZECK1,Motzeck
MOTZEG1,motzeg
MOTZEN1,motzen
MOUD1,Moud
MOUDESCH1,moudesch
MOUER1,Mouer
MOUEREKAPP1,Mouerekapp
MOUERGANS1,Mouergäns
MOUERINT1,Mouerint
MOUEROCHS1,Mouerochs
MOUERWAASSERLEEFER1,Mouerwaasserleefer
MOUERZEG1,mouerzeg
MOUERZEN1,mouerzen
MOUFLON1,Mouflon
MOUK1,Mouk
MOUKEG1,moukeg
MOUL1,Moul
MOULE1,Moule
MOULEN1,moulen
MOUND1,Mound
MOUNDKALLEF1,Moundkallef
MOUNT1,Mount
MOUS1,Mous
MOUSCHBIERG1,Mouschbierg
MOUSSE1,Mousse
MOUSTIQUE1,Moustique
MOVERKLENGERUNG1,Moverklengerung
MOWEI1,Mowéi
MOYEN1,Moyen
MOYENNE1,Moyenne
MS1,MS
MUCKEFUCK1,Muckefuck
MUCKSEN1,mucksen
MUCOVISCIDOSE1,Mucoviscidose
MUDDER1,Mudder
MUDDERSCHOF1,Mudderschof
MUDDERSEILENELENG1,mudderséileneleng
MUECHT1,Muecht
MUED1,Mued
MUEDEBETZEG1,muedebëtzeg
MUEDELEINCHEN1,Muedeléinchen
MUELEN1,muelen
MUENCH1,muench
MUENCHEM1,muenchem
MUENCHEN1,muenchen
MUENCHER1,muencher
MUENCHEREEN1,muenchereen
MUENCHES1,muenches
MUENCHMOL1,muenchmol
MUENCHT1,muencht
MUER1,muer
MUERCH1,Muerch
MUERD1,Muerd
MUERDFALL1,Muerdfall
MUEREN1,Mueren
MUERES1,mueres
MUERESSTONNEN1,Mueresstonnen
MUERJEN1,Muerjen
MUERJES1,muerjes
MUERKSEN1,muerksen
MUERT1,Muert
MUERTEKUCH1,Muertekuch
MUERTENTREPPELER1,Muertentrëppeler
MUERTENTREPPELERIN1,Muertentrëppelerin
MUERTENTREPPELESCH1,Muertentrëppelesch
MUFF1,Muff
MUFF2,Muff
MUFFEG1,muffeg
MUFFEL1,Muffel
MUKOVISZIDOS1,Mukoviszidos
MULCH1,Mulch
MULL1,Mull
MULLEBUTZ1,Mullebutz
MULLENZOPP1,Mullenzopp
MULTIKULTURELL1,multikulturell
MULTILATERAL1,multilateral
MULTIMILLIONAR1,Multimillionär
MULTIMILLIONARIN1,Multimillionärin
MULTINATIONAL1,multinational
MULTIPLESKLEROS1,Multiple_Skleros
MULTIPLIKATIOUN1,Multiplikatioun
MULTIPLIZEIEREN1,multiplizéieren
MUMIE1,Mumie
MUMMENTAART1,Mummentaart
MUMMENTREISCHTER1,Mummentréischter
MUMPS1,Mumps
MUNCH1,munch
MUNCHEM1,munchem
MUNCHEN1,munchen
MUNCHER1,muncher
MUNCHES1,munches
MUNCHMOL1,munchmol
MUNCHT1,muncht
MUNDEG1,mündeg
MUNDHARMONIKA1,Mundharmonika
MUNDSCHUTZ1,Mundschutz
MUNITIOUN1,Munitioun
MUNKELEN1,munkelen
MUNNECH1,munnech
MUNNECHEM1,munnechem
MUNNECHEN1,munnechen
MUNNECHER1,munnecher
MUNNECHES1,munneches
MUNNECHT1,munnecht
MUNNEREF1,Munneref
MUNNEREFFERSTROOSS1,Munnerëffer_Strooss
MUNZEN1,Munzen
MUPP1,Mupp
MURKSEN1,murksen
MUSCHEL1,Muschel
MUSEE1,Musée
MUSEK1,Musek
MUSEKER1,Museker
MUSEKERIN1,Musekerin
MUSEKSCONCOURS1,Museksconcours
MUSEKSFESTIVAL1,Museksfestival
MUSEKSGRUPP1,Museksgrupp
MUSEKSINSTRUMENT1,Museksinstrument
MUSEKSPROFESSER1,Museksprofesser
MUSEKSPROFESSESCH1,Museksprofessesch
MUSEKSPROFESSORIN1,Museksprofessorin
MUSEKSPROUF1,Museksprouf
MUSEKSSALL1,Musekssall
MUSEKSSCHOUL1,Museksschoul
MUSEKSSCHULER1,Museksschüler
MUSEKSSCHULERIN1,Museksschülerin
MUSEKSSTECK1,Museksstéck
MUSEKSSTONN1,Museksstonn
MUSEL1,Musel
MUSICAL1,Musical
MUSIKALESCH1,musikalesch
MUSIKALITEIT1,Musikalitéit
MUSIKANT1,Musikant
MUSIKANTIN1,Musikantin
MUSIZEIEREN1,musizéieren
MUSKAT1,Muskat
MUSKATNOSS1,Muskatnoss
MUSKEL1,Muskel
MUSKELKATER1,Muskelkater
MUSKELKONTRAKTIOUN1,Muskelkontraktioun
MUSKELOFBAU1,Muskelofbau
MUSKELOPBAU1,Muskelopbau
MUSKELSCHWACHT1,Muskelschwächt
MUSKELSCHWUND1,Muskelschwund
MUSKULATUR1,Muskulatur
MUSKULEIS1,muskuléis
MUSKULOS1,muskulös
MUSLI1,Müsli
MUSSEN1,mussen
MUSSESAACH1,Mussesaach
MUSTER1,Muster
MUSTERBEISPILL1,Musterbeispill
MUSTEREN1,musteren
MUSTERSCHULER1,Musterschüler
MUSTERSCHULERIN1,Musterschülerin
MUSTERUNG1,Musterung
MUTATIOUN1,Mutatioun
MUTEIEREN1,mutéieren
MUTFERT1,Mutfert
MUTILATIOUN1,Mutilatioun
MUTILEIEREN1,mutiléieren
MUTSCH1,Mutsch
MUTT1,Mutt
MUTTERGOTTES1,Muttergottes
MUTTWELL1,Muttwëll
MUTTWELLEG1,muttwëlleg
MUTTWELLES1,muttwëlles
MUTZ1,Mutz
MUUSCHT1,Muuscht
MUUSCHTEG1,muuschteg
MUUSS1,Muuss
MUUSSEG1,muusseg
MYANMAR1,Myanmar
MYANMAR2,Myanmar
MYANMARESCH1,myanmaresch
MYANMARIN1,Myanmarin
MYASTHENIE1,Myasthenie
MYOM1,Myom
MYOPATHIE1,Myopathie
MYSTERIEIS1,mysteriéis
MYSTERIOS1,mysteriös
MYSTESCH1,mystesch
MYSTIK1,Mystik
MYSTIKER1,Mystiker
MYSTIKERIN1,Mystikerin
MYTHE1,Mythe
MYTHOLOGESCH1,mythologesch
MYTHOLOGIE1,Mythologie
MYTHOS1,Mythos
NAACHEN1,Naachen
NAAMLECH1,näämlech
NAASS1,naass
NACH1,nach
NACH2,nach
NACHER1,Nacher
NACHERSTROOSS1,Nacher_Strooss
NACHST1,nächst
NACHSTELEIFT1,Nächsteléift
NACKER1,Nacker
NAERDEN1,Näerden
NAERTRECH1,Näertrech
NAERTRICH1,Näertrich
NAERZENG1,Näerzeng
NAGEDEIER1,Nagedéier
NAHRHAFT1,nahrhaft
NAHRSTOFF1,Nährstoff
NAID1,Näid
NAIDSEN1,Näidsen
NAIPEN1,näipen
NAISCHNOTZ1,Näischnotz
NAISCHT1,näischt
NAISCHTERT1,Näischtert
NAIV1,naiv
NAIVITEIT1,Naivitéit
NAMENSDAG1,Namensdag
NAMIBESCH1,namibesch
NAMIBIA1,Namibia
NAMIBIER1,Namibier
NAMIBIERIN1,Namibierin
NAMLECH1,nämlech
NAMMEN1,nammen
NAMMLECHT1,nämmlecht
NANZEG1,Nanzeg
NAPOLEONSGAART1,Napoleonsgaart
NAPP1,Napp
NAPPE1,Nappe
NARB1,Narb
NARKOLEPSIE1,Narkolepsie
NARKOLEPTIKER1,Narkoleptiker
NARKOLEPTIKERIN1,Narkoleptikerin
NARKOS1,Narkos
NARKOSMETTEL1,Narkosmëttel
NARZISS1,Narziss
NASCHELEG1,nascheleg
NASCHELEN1,naschelen
NASCHELER1,Nascheler
NASCHELESCH1,Naschelesch
NASCHT1,Nascht
NASCHTCHEN1,Näschtchen
NASCHTQUAKERT1,Naschtquakert
NASHORN1,Nashorn
NATIERLECH1,natierlech
NATIERLECH2,natierlech
NATIERLECHKEET1,Natierlechkeet
NATIONAL1,national
NATIONALCOMITE1,Nationalcomité
NATIONALEQUIPE1,Nationalequipe
NATIONALFEIERDAG1,Nationalfeierdag
NATIONALHYMN1,Nationalhymn
NATIONALHYMNE1,Nationalhymne
NATIONALISMUS1,Nationalismus
NATIONALIST1,Nationalist
NATIONALISTESCH1,nationalistesch
NATIONALISTIN1,Nationalistin
NATIONALITEIT1,Nationalitéit
NATIONALLOTTERIE1,Nationallotterie
NATIONALPARK1,Nationalpark
NATIONALSOZIALISMUS1,Nationalsozialismus
NATIONALSOZIALIST1,Nationalsozialist
NATIONALSOZIALISTESCH1,nationalsozialistesch
NATIONALSOZIALISTIN1,Nationalsozialistin
NATIOUN1,Natioun
NATRIUM1,Natrium
NATUR1,Natur
NATURALISATIOUN1,Naturalisatioun
NATURALISEIEREN1,naturaliséieren
NATURELL1,Naturell
NATUREREEGNES1,Naturereegnes
NATUREREEGNIS1,Naturereegnis
NATURFOTO1,Naturfoto
NATURFREND1,Naturfrënd
NATURFRENDIN1,Naturfrëndin
NATURGESCHICHT1,Naturgeschicht
NATURGETREI1,naturgetrei
NATURKATASTROPH1,Naturkatastroph
NATURMUSEE1,Naturmusée
NATURPARK1,Naturpark
NATURRESERVAT1,Naturreservat
NATURSCHUTZ1,Naturschutz
NATURSCHUTZGEBITT1,Naturschutzgebitt
NATURSCHUTZPOLITIK1,Naturschutzpolitik
NATURSTEEN1,Natursteen
NATURTALENT1,Naturtalent
NATURWESSENSCHAFT1,Naturwëssenschaft
NATZEN1,nätzen
NATZT1,Nätzt
NAUP1,Naup
NAURU1,Nauru
NAURUER1,Nauruer
NAURUERIN1,Nauruerin
NAURUESCH1,nauruesch
NAVETT1,Navett
NAVETTE1,Navette
NAVIGATIOUN1,Navigatioun
NAVIGEIEREN1,navigéieren
NAWELL1,nawell
NECESSAIRE1,Necessaire
NECKEL1,Néckel
NEDIERT1,nediert
NEDU1,nedu
NEE1,nee
NEE2,Nee
NEELCHEN1,Neelchen
NEELCHESBIR1,Neelchesbir
NEELCHESBLUMM1,Neelchesblumm
NEELCHESKAPP1,Neelcheskapp
NEELECH1,neelech
NEELEN1,neelen
NEELLACK1,Neellack
NEELPETZ1,Neelpëtz
NEELSCHEIER1,Neelschéier
NEEN1,Neen
NEEN2,neen
NEES1,nees
NEESTEMM1,Neestëmm
NEGATIV1,Negativ
NEGATIV2,negativ
NEGER1,Neger
NEGERIN1,Negerin
NEGLIGE1,Negligé
NEGLIGEIEREN1,negligéieren
NEGOCIATIOUN1,Negociatioun
NEGOCIEIEREN1,negociéieren
NEI1,nei
NEIBAU1,Neibau
NEIBRASILIEN1,Nei_Brasilien
NEIDEG1,néideg
NEIDESCH1,neidesch
NEIDESCH2,Néidesch
NEIDUERF1,Neiduerf
NEIDUERF2,Neiduerf
NEIEGKEET1,Neiegkeet
NEIENSHAFF1,Neienshaff
NEIERBRENNEN1,néierbrennen
NEIERBUERG1,Neierbuerg
NEIERDENGS1,neierdéngs
NEIERENS1,néierens
NEIEREWOU1,néierewou
NEIERGANG1,Néiergang
NEIERGANK1,Néiergank
NEIERGESCHLOEN1,néiergeschloen
NEIERKNEIEN1,néierknéien
NEIERLAG1,Néierlag
NEIERLEEEN1,néierleeën
NEIERLOOSSEN1,néierloossen
NEIERSCHLAG1,Néierschlag
NEIERSCHLOEN1,néierschloen
NEIERSCHREIWEN1,néierschreiwen
NEIERSETZEN1,néiersetzen
NEIESCH1,Néiesch
NEIGEBUER1,neigebuer
NEIHAFF1,Neihaff
NEIHAFF2,Neihaff
NEIHAISCHEN1,Neihaischen
NEIJOERSCHDAG1,Neijoerschdag
NEIJOERSCHEMPFANG1,Neijoerschempfang
NEIJOERSCHEMPFANK1,Neijoerschempfank
NEIJOERSCHKAART1,Neijoerschkaart
NEIJOERSCHRECEPTIOUN1,Neijoerschreceptioun
NEIJOERSCHRIED1,Neijoerschried
NEIJOOSCHDAG1,Neijooschdag
NEIJOOSCHEMPFANG1,Neijooschempfang
NEIJOOSCHEMPFANK1,Neijooschempfank
NEIJOOSCHKAART1,Neijooschkaart
NEIJOOSCHRECEPTIOUN1,Neijooschreceptioun
NEIJOOSCHRIED1,Neijooschried
NEILIICHT1,Neiliicht
NEILUERENZSCHEIERHAFF1,Neiluerenzscheierhaff
NEIMAACHEN1,neimaachen
NEIMILLEN1,Neimillen
NEIMILLEN2,Neimillen
NEIMILLEN3,Neimillen
NEIMILLEN4,Neimillen
NEIMILLEN5,Neimillen
NEIMILLEN6,Neimillen
NEIMILLEN7,Neimillen
NEIMOUDESCH1,neimoudesch
NEIRAICH1,neiräich
NEIRENS1,néirens
NEIREWOU1,néirewou
NEIRODESCHHAFF1,Neirodeschhaff
NEITSCHEN1,néitschen
NEITSCHERT1,Néitschert
NEITSEN1,néitsen
NEITSERT1,Néitsert
NEIWAHL1,Neiwahl
NEIWAL1,Neiwal
NEIZAIT1,Neizäit
NEKLOSDAG1,Neklosdag
NEKTAR1,Nektar
NEMMEN1,nëmmen
NEMMEN2,nëmmen
NENG1,néng
NENG2,Néng
NENGAFOFZEG1,néngafofzeg
NENGAFOFZEGST1,néngafofzegst
NENGANACHZEG1,nénganachzeg
NENGANACHZEGST1,nénganachzegst
NENGANDRESSEG1,néngandrësseg
NENGANDRESSEGST1,néngandrëssegst
NENGANNONZEG1,néngannonzeg
NENGANNONZEGST1,néngannonzegst
NENGANUECHZEG1,nénganuechzeg
NENGANUECHZEGST1,nénganuechzegst
NENGANZWANZEG1,nénganzwanzeg
NENGANZWANZEGST1,nénganzwanzegst
NENGASECHZEG1,néngasechzeg
NENGASECHZEGST1,néngasechzegst
NENGASIECHZEG1,néngasiechzeg
NENGASIECHZEGST1,néngasiechzegst
NENGASIWWENZEG1,néngasiwwenzeg
NENGASIWWENZEGST1,néngasiwwenzegst
NENGAVEIERZEG1,néngavéierzeg
NENGAVEIERZEGST1,néngavéierzegst
NENGERLEE1,néngerlee
NENGFACH1,néngfach
NENGMOL1,néngmol
NENGSEN1,Néngsen
NENGT1,néngt
NENGTCHEN1,Néngtchen
NENGTEL1,Néngtel
NENN1,Nenn
NENNCHEN1,Nënnchen
NENNEN1,nennen
NENNENSWAERT1,nennenswäert
NENNER1,Nenner
NENNESWAERT1,nenneswäert
NEODYM1,Neodym
NEOLOGISMUS1,Neologismus
NEON1,Neon
NEONSLUUCHT1,Neonsluucht
NEONSTUB1,Neonstüb
NEPAL1,Nepal
NEPALES1,Nepales
NEPALESESCH1,nepalesesch
NEPALESIN1,Nepalesin
NEPHROLOG1,Nephrolog
NEPHROLOGESCH1,nephrologesch
NEPHROLOGIE1,Nephrologie
NEPHROLOGIN1,Nephrologin
NEPTUNIUM1,Neptunium
NERDLECH1,nërdlech
NERDLECHVUN1,nërdlech_vun
NERV1,Nerv
NERVEG1,nerveg
NERVEN1,nerven
NERVENZESUMMEBROCH1,Nervenzesummebroch
NERVESEE1,Nervesee
NERVESYSTEM1,Nervesystem
NERVLECH1,nervlech
NERVOS1,nervös
NERVOSITEIT1,Nervositéit
NESSCHEN1,Nësschen
NESSERT1,Nëssert
NESSKNACKER1,Nëssknacker
NET1,net
NETMETALL1,Netmetall
NETTEL1,Nëttel
NETTO1,netto
NETTOGEWIICHT1,Nettogewiicht
NETVUNONGEFEIER1,net_vun_ongeféier
NETZ1,Netz
NETZEN1,nëtzen
NETZHAUT1,Netzhaut
NETZHAUTOFLEISUNG1,Netzhautofléisung
NETZLECH1,nëtzlech
NETZLECHKEET1,Nëtzlechkeet
NETZWIERK1,Netzwierk
NEUROCHIRURG1,Neurochirurg
NEUROCHIRURGESCH1,neurochirurgesch
NEUROCHIRURGIE1,Neurochirurgie
NEUROCHIRURGIN1,Neurochirurgin
NEURODERMITIS1,Neurodermitis
NEUROLOG1,Neurolog
NEUROLOGESCH1,neurologesch
NEUROLOGIE1,Neurologie
NEUROLOGIN1,Neurologin
NEUROMUSKULAR1,neuromuskulär
NEUROPSYCHIATRESCH1,neuropsychiatresch
NEUROPSYCHIATRIE1,Neuropsychiatrie
NEUROS1,Neuros
NEUROSE1,Neurose
NEUROTESCH1,neurotesch
NEUROTIKER1,Neurotiker
NEUROTIKERIN1,Neurotikerin
NEUSEELAND1,Neuseeland
NEUSEELANNER1,Neuseelänner
NEUSEELANNERIN1,Neuseelännerin
NEUSEELANNESCH1,neuseelännesch
NEUTRAL1,neutral
NEUTRALISEIEREN1,neutraliséieren
NEUTRALITEIT1,Neutralitéit
NEUVIEME1,Neuvième
NEVEU1,Neveu
NEWWI1,Nëwwi
NI1,ni
